序号,位移响应
26021,2.8838526402392952e-05
26022,2.9000486169911614e-05
26023,2.9161357829719273e-05
26024,2.9321084859763025e-05
26025,2.9479610377859628e-05
26026,2.9636877178074635e-05
26027,2.9792827768176854e-05
26028,2.994740440813818e-05
26029,3.010054914964593e-05
26030,3.0252203876592523e-05
26031,3.04023103465049e-05
26032,3.055081023287321e-05
26033,3.0697645168336426e-05
26034,3.084275678867961e-05
26035,3.0986086777595605e-05
26036,3.112757691216132e-05
26037,3.126716910897687e-05
26038,3.1404805470913444e-05
26039,3.154042833441373e-05
26040,3.1673980317286874e-05
26041,3.180540436693805e-05
26042,3.1934643808970446e-05
26043,3.206164239609682e-05
26044,3.218634435729486e-05
26045,3.2308694447140366e-05
26046,3.242863799525004e-05
26047,3.2546120955764925e-05
26048,3.266108995680428e-05
26049,3.2773492349818704e-05
26050,3.288327625877079e-05
26051,3.2990390629070405e-05
26052,3.30947852761917e-05
26053,3.3196410933898406e-05
26054,3.3295219302003564e-05
26055,3.339116309359014e-05
26056,3.3484196081618864e-05
26057,3.357427314484985e-05
26058,3.366135031300535e-05
26059,3.3745384811100915e-05
26060,3.3826335102873873e-05
26061,3.390416093323807e-05
26062,3.397882336969559e-05
26063,3.40502848426369e-05
26064,3.411850918446272e-05
26065,3.418346166746198e-05
26066,3.424510904038242e-05
26067,3.4303419563631735e-05
26068,3.435836304304975e-05
26069,3.440991086219356e-05
26070,3.44580360130806e-05
26071,3.450271312533632e-05
26072,3.454391849369615e-05
26073,3.458163010381408e-05
26074,3.461582765633242e-05
26075,3.4646492589171004e-05
26076,3.467360809799656e-05
26077,3.469715915483597e-05
26078,3.471713252480085e-05
26079,3.473351678089346e-05
26080,3.474630231686797e-05
26081,3.475548135812375e-05
26082,3.476104797061157e-05
26083,3.4762998067736466e-05
26084,3.476132941524489e-05
26085,3.4756041634087254e-05
26086,3.474713620125054e-05
26087,3.4734616448559235e-05
26088,3.471848755944655e-05
26089,3.469875656370131e-05
26090,3.467543233019963e-05
26091,3.464852555763414e-05
26092,3.461804876325651e-05
26093,3.458401626965353e-05
26094,3.4546444189579295e-05
26095,3.450535040887012e-05
26096,3.446075456747229e-05
26097,3.4412678038615124e-05
26098,3.4361143906166055e-05
26099,3.430617694020666e-05
26100,3.424780357087206e-05
26101,3.418605186049874e-05
26102,3.412095147412878e-05
26103,3.4052533648420895e-05
26104,3.3980831159021427e-05
26105,3.390587828645081e-05
26106,3.382771078056318e-05
26107,3.3746365823638965e-05
26108,3.366188199217245e-05
26109,3.35742992174179e-05
26110,3.348365874475968e-05
26111,3.3390003091973337e-05
26112,3.329337600644595e-05
26113,3.3193822421425306e-05
26114,3.309138841136864e-05
26115,3.2986121146462266e-05
26116,3.287806884638468e-05
26117,3.2767280733385845e-05
26118,3.265380698475602e-05
26119,3.253769868475783e-05
26120,3.241900777609518e-05
26121,3.229778701099275e-05
26122,3.217408990195956e-05
26123,3.204797067230962e-05
26124,3.1919484206512475e-05
26125,3.178868600044545e-05
26126,3.1655632111618834e-05
26127,3.152037910944427e-05
26128,3.1382984025615486e-05
26129,3.12435043046694e-05
26130,3.110199775479421e-05
26131,3.095852249894962e-05
26132,3.0813136926363055e-05
26133,3.0665899644463525e-05
26134,3.05168694313136e-05
26135,3.0366105188597782e-05
26136,3.021366589522337e-05
26137,3.0059610561588495e-05
26138,2.9903998184569253e-05
26139,2.9746887703276043e-05
26140,2.9588337955626614e-05
26141,2.94284076357815e-05
26142,2.92671552524846e-05
26143,2.91046390883496e-05
26144,2.894091716013034e-05
26145,2.877604718001075e-05
26146,2.8610086517947455e-05
26147,2.844309216509573e-05
26148,2.8275120698346723e-05
26149,2.810622824600155e-05
26150,2.7936470454605175e-05
26151,2.7765902456960523e-05
26152,2.759457884134067e-05
26153,2.7422553621914692e-05
26154,2.7249880210399837e-05
26155,2.7076611388950822e-05
26156,2.690279928429408e-05
26157,2.6728495343112975e-05
26158,2.6553750308687076e-05
26159,2.637861419878705e-05
26160,2.6203136284823792e-05
26161,2.6027365072248927e-05
26162,2.5851348282201114e-05
26163,2.5675132834391243e-05
26164,2.5498764831217096e-05
26165,2.5322289543096434e-05
26166,2.514575139500586e-05
26167,2.4969193954210624e-05
26168,2.4792659919169487e-05
26169,2.4616191109596663e-05
26170,2.4439828457661906e-05
26171,2.4263612000308024e-05
26172,2.4087580872664037e-05
26173,2.3911773302530946e-05
26174,2.3736226605916057e-05
26175,2.3560977183590438e-05
26176,2.33860605186437e-05
26177,2.3211511175008963e-05
26178,2.3037362796930244e-05
26179,2.2863648109343995e-05
26180,2.2690398919145663e-05
26181,2.2517646117311812e-05
26182,2.234541968184783e-05
26183,2.217374868153082e-05
26184,2.2002661280417283e-05
26185,2.183218474308451e-05
26186,2.166234544057504e-05
26187,2.149316885701291e-05
26188,2.1324679596860986e-05
26189,2.1156901392788182e-05
26190,2.0989857114115988e-05
26191,2.0823568775813564e-05
26192,2.0658057548011184e-05
26193,2.0493343766001856e-05
26194,2.032944694070151e-05
26195,2.0166385769538414e-05
26196,2.0004178147742957e-05
26197,1.9842841180009512e-05
26198,1.9682391192502388e-05
26199,1.952284374517874e-05
26200,1.9364213644401608e-05
26201,1.9206514955817122e-05
26202,1.9049761017470314e-05
26203,1.8893964453134895e-05
26204,1.873913718583286e-05
26205,1.858529045152051e-05
26206,1.8432434812918332e-05
26207,1.828058017346279e-05
26208,1.8129735791358782e-05
26209,1.797991029371246e-05
26210,1.7831111690724665e-05
26211,1.7683347389926097e-05
26212,1.7536624210436062e-05
26213,1.7390948397227405e-05
26214,1.7246325635381033e-05
26215,1.7102761064314048e-05
26216,1.6960259291966438e-05
26217,1.681882440893186e-05
26218,1.667846000251885e-05
26219,1.65391691707295e-05
26220,1.6400954536143282e-05
26221,1.6263818259694448e-05
26222,1.612776205433222e-05
26223,1.599278719855326e-05
26224,1.5858894549797084e-05
26225,1.572608455769527e-05
26226,1.559435727716614e-05
26227,1.5463712381347154e-05
26228,1.533414917435774e-05
26229,1.5205666603886029e-05
26230,1.5078263273593219e-05
26231,1.4951937455330153e-05
26232,1.4826687101160882e-05
26233,1.4702509855188622e-05
26234,1.457940306518002e-05
26235,1.4457363793984e-05
26236,1.4336388830741823e-05
26237,1.4216474701885635e-05
26238,1.4097617681922973e-05
26239,1.3979813804005048e-05
26240,1.3863058870277225e-05
26241,1.3747348462010119e-05
26242,1.3632677949510427e-05
26243,1.3519042501810562e-05
26244,1.3406437096136739e-05
26245,1.329485652715525e-05
26246,1.3184295415997098e-05
26247,1.3074748219061238e-05
26248,1.296620923659706e-05
26249,1.2858672621066908e-05
26250,1.2752132385289638e-05
26251,1.26465824103665e-05
26252,1.254201645339066e-05
26253,1.2438428154942119e-05
26254,1.2335811046369643e-05
26255,1.2234158556861788e-05
26256,1.2133464020309034e-05
26257,1.2033720681959273e-05
26258,1.1934921704869106e-05
26259,1.1837060176153313e-05
26260,1.1740129113035292e-05
26261,1.1644121468701084e-05
26262,1.1549030137959864e-05
26263,1.1454847962713876e-05
26264,1.1361567737240794e-05
26265,1.1269182213291683e-05
26266,1.1177684105007717e-05
26267,1.1087066093658925e-05
26268,1.0997320832208378e-05
26269,1.0908440949705102e-05
26270,1.0820419055509257e-05
26271,1.0733247743353058e-05
26272,1.0646919595240947e-05
26273,1.056142718519271e-05
26274,1.047676308283299e-05
26275,1.0392919856830984e-05
26276,1.0309890078193942e-05
26277,1.02276663234181e-05
26278,1.0146241177500843e-05
26279,1.0065607236817676e-05
26280,9.985757111867822e-06
26281,9.906683429892082e-06
26282,9.82837883736664e-06
26283,9.750836002376527e-06
26284,9.674047616872375e-06
26285,9.598006398814135e-06
26286,9.522705094205295e-06
26287,9.448136479021286e-06
26288,9.374293361035497e-06
26289,9.301168581546517e-06
26290,9.228755017009962e-06
26291,9.157045580578371e-06
26292,9.086033223552479e-06
26293,9.015710936747214e-06
26294,8.946071751775595e-06
26295,8.877108742253801e-06
26296,8.808815024930413e-06
26297,8.741183760742993e-06
26298,8.674208155804854e-06
26299,8.607881462325018e-06
26300,8.542196979464133e-06
26301,8.47714805412906e-06
26302,8.412728081708896e-06
26303,8.34893050675489e-06
26304,8.285748823606829e-06
26305,8.223176576968266e-06
26306,8.161207362432947e-06
26307,8.09983482696462e-06
26308,8.039052669332456e-06
26309,7.97885464050407e-06
26310,7.919234543998176e-06
26311,7.86018623619873e-06
26312,7.801703626632406e-06
26313,7.743780678211099e-06
26314,7.686411407441104e-06
26315,7.62958988460053e-06
26316,7.573310233886425e-06
26317,7.517566633533043e-06
26318,7.46235331590249e-06
26319,7.407664567549133e-06
26320,7.35349472925881e-06
26321,7.299838196064057e-06
26322,7.2466894172363455e-06
26323,7.194042896256327e-06
26324,7.1418931907629914e-06
26325,7.0902349124826215e-06
26326,7.039062727138347e-06
26327,6.9883713543410425e-06
26328,6.938155567462319e-06
26329,6.888410193490223e-06
26330,6.839130112868319e-06
26331,6.790310259318723e-06
26332,6.741945619649649e-06
26333,6.69403123354799e-06
26334,6.646562193357437e-06
26335,6.599533643842597e-06
26336,6.552940781939577e-06
26337,6.506778856493494e-06
26338,6.461043167983246e-06
26339,6.41572906823405e-06
26340,6.370831960118077e-06
26341,6.326347297243621e-06
26342,6.282270583633116e-06
26343,6.238597373390473e-06
26344,6.195323270358058e-06
26345,6.152443927763684e-06
26346,6.109955047858049e-06
26347,6.0678523815429624e-06
26348,6.026131727990772e-06
26349,5.984788934255404e-06
26350,5.943819894875358e-06
26351,5.903220551469158e-06
26352,5.8629868923236165e-06
26353,5.823114951975345e-06
26354,5.783600810785984e-06
26355,5.744440594511557e-06
26356,5.705630473866416e-06
26357,5.667166664082236e-06
26358,5.629045424462532e-06
26359,5.591263057933164e-06
26360,5.553815910589291e-06
26361,5.516700371239308e-06
26362,5.479912870946164e-06
26363,5.443449882566631e-06
26364,5.407307920288963e-06
26365,5.371483539169454e-06
26366,5.33597333466833e-06
26367,5.300773942185537e-06
26368,5.265882036596805e-06
26369,5.231294331790537e-06
26370,5.197007580205893e-06
26371,5.163018572372619e-06
26372,5.129324136452944e-06
26373,5.095921137786068e-06
26374,5.0628064784355605e-06
26375,5.029977096740115e-06
26376,4.997429966868031e-06
26377,4.965162098375709e-06
26378,4.933170535770606e-06
26379,4.901452358078823e-06
26380,4.870004678417743e-06
26381,4.83882464357389e-06
26382,4.807909433586294e-06
26383,4.777256261335562e-06
26384,4.746862372138855e-06
26385,4.716725043350911e-06
26386,4.686841583971279e-06
26387,4.65720933425786e-06
26388,4.6278256653468255e-06
26389,4.598687978879013e-06
26390,4.569793706632775e-06
26391,4.541140310163318e-06
26392,4.512725280448531e-06
26393,4.4845461375412235e-06
26394,4.45660043022771e-06
26395,4.428885735692693e-06
26396,4.401399659190267e-06
26397,4.374139833720977e-06
26398,4.347103919714726e-06
26399,4.320289604719432e-06
26400,4.293694603095141e-06
26401,4.267316655713531e-06
26402,4.241153529662462e-06
26403,4.215203017955482e-06
26404,4.189462939245908e-06
26405,4.163931137545362e-06
26406,4.1386054819464614e-06
26407,4.113483866349402e-06
26408,4.088564209192189e-06
26409,4.063844453184276e-06
26410,4.0393225650433215e-06
26411,4.014996535234812e-06
26412,3.9908643777143495e-06
26413,3.966924129672276e-06
26414,3.943173851280469e-06
26415,3.919611625441025e-06
26416,3.8962355575366625e-06
26417,3.87304377518257e-06
26418,3.850034427979557e-06
26419,3.827205687268314e-06
26420,3.8045557458845813e-06
26421,3.7820828179151026e-06
26422,3.7597851384542223e-06
26423,3.7376609633610005e-06
26424,3.7157085690167458e-06
26425,3.693926252082867e-06
26426,3.6723123292590054e-06
26427,3.650865137041361e-06
26428,3.629583031481234e-06
26429,3.6084643879437056e-06
26430,3.587507600866507e-06
26431,3.5667110835191174e-06
26432,3.5460732677620573e-06
26433,3.525592603806517e-06
26434,3.5052675599743482e-06
26435,3.4850966224585215e-06
26436,3.4650782950841466e-06
26437,3.445211099070185e-06
26438,3.425493572791965e-06
26439,3.4059242715446514e-06
26440,3.3865017673078417e-06
26441,3.367224648511397e-06
26442,3.3480915198027298e-06
26443,3.3291010018156776e-06
26444,3.310251730941191e-06
26445,3.291542359099951e-06
26446,3.2729715535171846e-06
26447,3.2545379964997695e-06
26448,3.236240385215905e-06
26449,3.2180774314774557e-06
26450,3.200047861525201e-06
26451,3.182150415817133e-06
26452,3.1643838488199927e-06
26453,3.1467469288041704e-06
26454,3.129238437642192e-06
26455,3.1118571706108523e-06
26456,3.0946019361971903e-06
26457,3.077471555908398e-06
26458,3.0604648640857826e-06
26459,3.0435807077228744e-06
26460,3.0268179462877736e-06
26461,3.010175451549785e-06
26462,2.9936521074104017e-06
26463,2.9772468097386957e-06
26464,2.9609584662110997e-06
26465,2.9447859961556243e-06
26466,2.92872833040046e-06
26467,2.912784411126998e-06
26468,2.8969531917271546e-06
26469,2.8812336366650073e-06
26470,2.865624721342636e-06
26471,2.850125431970093e-06
26472,2.834734765439394e-06
26473,2.8194517292024396e-06
26474,2.8042753411526843e-06
26475,2.789204629510501e-06
26476,2.774238632712003e-06
26477,2.759376399301217e-06
26478,2.7446169878254114e-06
26479,2.7299594667334296e-06
26480,2.715402914276795e-06
26481,2.700946418413442e-06
26482,2.6865890767138603e-06
26483,2.6723299962694393e-06
26484,2.6581682936028286e-06
26485,2.6441030945800878e-06
26486,2.630133534324463e-06
26487,2.6162587571315205e-06
26488,2.6024779163855033e-06
26489,2.588790174476677e-06
26490,2.575194702719461e-06
26491,2.5616906812712042e-06
26492,2.5482772990513723e-06
26493,2.534953753660999e-06
26494,2.521719251302247e-06
26495,2.5085730066978913e-06
26496,2.495514243010623e-06
26497,2.482542191761998e-06
26498,2.4696560927509305e-06
26499,2.4568551939716397e-06
26500,2.4441387515309187e-06
26501,2.4315060295646378e-06
26502,2.4189563001534975e-06
26503,2.4064888432378338e-06
26504,2.394102946531579e-06
26505,2.381797905435246e-06
26506,2.369573022947978e-06
26507,2.3574276095786486e-06
26508,2.3453609832560365e-06
26509,2.3333724692380717e-06
26510,2.3214614000202452e-06
26511,2.3096271152431926e-06
26512,2.297868961599541e-06
26513,2.2861862927400854e-06
26514,2.274578469179399e-06
26515,2.2630448582009578e-06
26516,2.251584833761877e-06
26517,2.2401977763974373e-06
26518,2.228883073125428e-06
26519,2.217640117350522e-06
26520,2.206468308768777e-06
26521,2.1953670532724147e-06
26522,2.1843357628549937e-06
26523,2.1733738555171928e-06
26524,2.1624807551732523e-06
26525,2.1516558915583153e-06
26526,2.1408987001367544e-06
26527,2.1302086220116527e-06
26528,2.119585103835577e-06
26529,2.1090275977227958e-06
26530,2.098535561163046e-06
26531,2.0881084569369948e-06
26532,2.0777457530335458e-06
26533,2.06744692256903e-06
26534,2.0572114437084826e-06
26535,2.0470387995890143e-06
26536,2.0369284782454393e-06
26537,2.026879972538174e-06
26538,2.016892780083542e-06
26539,2.0069664031864597e-06
26540,1.9971003487756394e-06
26541,1.9872941283412678e-06
26542,1.9775472578752213e-06
26543,1.9678592578138235e-06
26544,1.9582296529831233e-06
26545,1.9486579725467205e-06
26546,1.9391437499560444e-06
26547,1.929686522903153e-06
26548,1.920285833275878e-06
26549,1.9109412271153552e-06
26550,1.9016522545758314e-06
26551,1.8924184698866576e-06
26552,1.8832394313164e-06
26553,1.8741147011389478e-06
26554,1.865043845601538e-06
26555,1.8560264348945458e-06
26556,1.847062043122962e-06
26557,1.8381502482793686e-06
26558,1.8292906322183457e-06
26559,1.8204827806321265e-06
26560,1.8117262830273654e-06
26561,1.8030207327028933e-06
26562,1.794365726728291e-06
26563,1.7857608659231447e-06
26564,1.7772057548368328e-06
26565,1.768700001728698e-06
26566,1.7602432185484693e-06
26567,1.7518350209167737e-06
26568,1.7434750281056076e-06
26569,1.73516286301865e-06
26570,1.726898152171262e-06
26571,1.7186805256700574e-06
26572,1.7105096171919576e-06
26573,1.7023850639625696e-06
26574,1.6943065067338313e-06
26575,1.6862735897608186e-06
26576,1.6782859607776165e-06
26577,1.6703432709721947e-06
26578,1.6624451749602412e-06
26579,1.6545913307578513e-06
26580,1.6467813997530856e-06
26581,1.6390150466763118e-06
26582,1.6312919395693616e-06
26583,1.6236117497534474e-06
26584,1.6159741517958597e-06
26585,1.6083788234754456e-06
26586,1.6008254457469059e-06
26587,1.5933137027039295e-06
26588,1.5858432815411902e-06
26589,1.5784138725152897e-06
26590,1.5710251689046857e-06
26591,1.5636768669686625e-06
26592,1.556368665905468e-06
26593,1.5491002678096175e-06
26594,1.5418713776285493e-06
26595,1.5346817031186608e-06
26596,1.5275309548008521e-06
26597,1.5204188459156733e-06
26598,1.5133450923782344e-06
26599,1.5063094127329045e-06
26600,1.4993115281079839e-06
26601,1.4923511621704664e-06
26602,1.4854280410809765e-06
26603,1.478541893449022e-06
26604,1.4716924502886792e-06
26605,1.4648794449748364e-06
26606,1.458102613200077e-06
26607,1.4513616929323708e-06
26608,1.4446564243736163e-06
26609,1.4379865499192021e-06
26610,1.4313518141186226e-06
26611,1.4247519636372958e-06
26612,1.418186747219639e-06
26613,1.41165591565348e-06
26614,1.405159221735898e-06
26615,1.3986964202405304e-06
26616,1.3922672678864424e-06
26617,1.3858715233085276e-06
26618,1.3795089470295867e-06
26619,1.373179301434024e-06
26620,1.3668823507432262e-06
26621,1.3606178609926152e-06
26622,1.3543856000103846e-06
26623,1.3481853373979201e-06
26624,1.342016844511871e-06
26625,1.3358798944478372e-06
26626,1.3297742620256771e-06
26627,1.3236997237763615e-06
26628,1.3176560579303073e-06
26629,1.3116430444071805e-06
26630,1.3056604648070369e-06
26631,1.299708102402794e-06
26632,1.2937857421338974e-06
26633,1.2878931706011177e-06
26634,1.2820301760623848e-06
26635,1.2761965484295672e-06
26636,1.2703920792660894e-06
26637,1.264616561785252e-06
26638,1.258869790849222e-06
26639,1.2531515629684962e-06
26640,1.2474616763017881e-06
26641,1.241799930656204e-06
26642,1.2361661274875936e-06
26643,1.2305600699009536e-06
26644,1.2249815626508196e-06
26645,1.2194304121414847e-06
26646,1.2139064264269545e-06
26647,1.2084094152105812e-06
26648,1.2029391898441993e-06
26649,1.1974955633267435e-06
26650,1.1920783503022353e-06
26651,1.1866873670570176e-06
26652,1.1813224315162354e-06
26653,1.1759833632394521e-06
26654,1.170669983415313e-06
26655,1.1653821148552644e-06
26656,1.160119581986233e-06
26657,1.1548822108422512e-06
26658,1.1496698290549831e-06
26659,1.1444822658431365e-06
26660,1.1393193520007508e-06
26661,1.1341809198843365e-06
26662,1.1290668033989107e-06
26663,1.1239768379828772e-06
26664,1.1189108605918323e-06
26665,1.113868709681276e-06
26666,1.1088502251883018e-06
26667,1.1038552485122726e-06
26668,1.0988836224945585e-06
26669,1.0939351913973896e-06
26670,1.0890098008818569e-06
26671,1.0841072979851724e-06
26672,1.0792275310972407e-06
26673,1.0743703499366117e-06
26674,1.0695356055259136e-06
26675,1.064723150166864e-06
26676,1.059932837414892e-06
26677,1.0551645220535424e-06
26678,1.050418060068717e-06
26679,1.0456933086228048e-06
26680,1.0409901260289156e-06
26681,1.0363083717251647e-06
26682,1.0316479062492366e-06
26683,1.0270085912132463e-06
26684,1.0223902892789917e-06
26685,1.0177928641337376e-06
26686,1.0132161804665613e-06
26687,1.0086601039453931e-06
26688,1.0041245011947798e-06
26689,9.996092397744944e-07
26690,9.951141881590228e-07
26691,9.906392157180435e-07
26692,9.86184192697867e-07
26693,9.81748990204011e-07
26694,9.773334801848332e-07
26695,9.729375354163615e-07
26696,9.685610294882903e-07
26697,9.642038367911698e-07
26698,9.598658325048681e-07
26699,9.555468925882248e-07
26700,9.512468937699691e-07
26701,9.469657135408691e-07
26702,9.427032301470889e-07
26703,9.384593225847724e-07
26704,9.342338705957772e-07
26705,9.300267546645538e-07
26706,9.2583785601615e-07
26707,9.216670566152325e-07
26708,9.175142391661463e-07
26709,9.133792871138799e-07
26710,9.092620846459408e-07
26711,9.051625166950392e-07
26712,9.010804689424683e-07
26713,8.9701582782222e-07
26714,8.929684805256156e-07
26715,8.889383150064662e-07
26716,8.849252199866501e-07
26717,8.809290849619952e-07
26718,8.769498002084297e-07
26719,8.729872567882627e-07
26720,8.690413465565284e-07
26721,8.651119621673274e-07
26722,8.611989970800225e-07
26723,8.573023455652565e-07
26724,8.534219027106945e-07
26725,8.495575644263929e-07
26726,8.457092274497412e-07
26727,8.418767893498777e-07
26728,8.380601485315539e-07
26729,8.342592042383213e-07
26730,8.304738565550425e-07
26731,8.267040064096201e-07
26732,8.229495555739488e-07
26733,8.192104066639764e-07
26734,8.154864631389238e-07
26735,8.117776292995499e-07
26736,8.080838102855117e-07
26737,8.044049120717282e-07
26738,8.007408414638068e-07
26739,7.970915060924877e-07
26740,7.934568144071118e-07
26741,7.898366756681447e-07
26742,7.862309999387377e-07
26743,7.826396980753935e-07
26744,7.790626817177068e-07
26745,7.754998632772752e-07
26746,7.719511559257863e-07
26747,7.684164735823099e-07
26748,7.648957308999079e-07
26749,7.613888432515557e-07
26750,7.578957267154456e-07
26751,7.544162980597934e-07
26752,7.509504747271091e-07
26753,7.474981748181275e-07
26754,7.440593170753596e-07
26755,7.406338208664127e-07
26756,7.372216061671291e-07
26757,7.338225935446081e-07
26758,7.304367041402424e-07
26759,7.270638596527487e-07
26760,7.237039823214064e-07
26761,7.203569949094317e-07
26762,7.17022820687708e-07
26763,7.137013834188062e-07
26764,7.103926073415059e-07
26765,7.070964171557469e-07
26766,7.038127380081859e-07
26767,7.005414954783853e-07
26768,6.972826155656446e-07
26769,6.940360246765937e-07
26770,6.90801649613565e-07
26771,6.875794175637887e-07
26772,6.843692560894467e-07
26773,6.811710931186325e-07
26774,6.779848569372219e-07
26775,6.748104761816862e-07
26776,6.716478798328741e-07
26777,6.684969972107533e-07
26778,6.653577579700988e-07
26779,6.622300920971848e-07
26780,6.59113929907413e-07
26781,6.560092020438732e-07
26782,6.52915839476825e-07
26783,6.498337735040944e-07
26784,6.467629357523044e-07
26785,6.437032581789452e-07
26786,6.406546730752182e-07
26787,6.376171130696103e-07
26788,6.345905111321752e-07
26789,6.315748005794224e-07
26790,6.285699150797657e-07
26791,6.255757886595222e-07
26792,6.225923557093217e-07
26793,6.196195509908983e-07
26794,6.166573096442048e-07
26795,6.137055671947612e-07
26796,6.107642595611555e-07
26797,6.078333230626724e-07
26798,6.049126944269222e-07
26799,6.020023107974272e-07
26800,5.991021097411167e-07
26801,5.962120292555838e-07
26802,5.9333200777616e-07
26803,5.904619841826052e-07
26804,5.876018978054648e-07
26805,5.847516884319643e-07
26806,5.819112963114195e-07
26807,5.790806621600672e-07
26808,5.762597271653608e-07
26809,5.734484329895643e-07
26810,5.706467217726831e-07
26811,5.678545361347079e-07
26812,5.650718191770502e-07
26813,5.622985144832786e-07
26814,5.595345661190168e-07
26815,5.567799186310339e-07
26816,5.540345170455709e-07
26817,5.512983068657756e-07
26818,5.485712340684017e-07
26819,5.458532450996124e-07
26820,5.431442868701033e-07
26821,5.404443067493144e-07
26822,5.377532525590167e-07
26823,5.350710725660774e-07
26824,5.323977154745828e-07
26825,5.297331304173008e-07
26826,5.27077266946527e-07
26827,5.244300750243382e-07
26828,5.217915050123597e-07
26829,5.191615076610654e-07
26830,5.165400340986296e-07
26831,5.139270358194852e-07
26832,5.113224646725111e-07
26833,5.087262728490629e-07
26834,5.06138412870784e-07
26835,5.035588375773126e-07
26836,5.009875001139971e-07
26837,4.984243539195653e-07
26838,4.958693527139257e-07
26839,4.933224504861081e-07
26840,4.907836014824174e-07
26841,4.882527601948455e-07
26842,4.857298813498516e-07
26843,4.832149198974896e-07
26844,4.80707831001002e-07
26845,4.782085700269066e-07
26846,4.7571709253561494e-07
26847,4.732333542726353e-07
26848,4.7075731116041444e-07
26849,4.6828891929081766e-07
26850,4.6582813491832347e-07
26851,4.633749144539227e-07
26852,4.609292144597669e-07
26853,4.584909916445636e-07
26854,4.5606020285976514e-07
26855,4.536368050965179e-07
26856,4.512207554834081e-07
26857,4.4881201128497904e-07
26858,4.4641052990103177e-07
26859,4.4401626886666213e-07
26860,4.4162918585309773e-07
26861,4.3924923866919976e-07
26862,4.368763852636871e-07
26863,4.345105837280505e-07
26864,4.3215179230006307e-07
26865,4.297999693679227e-07
26866,4.27455073474918e-07
26867,4.2511706332462005e-07
26868,4.227858977865633e-07
26869,4.204615359022807e-07
26870,4.181439368917487e-07
26871,4.158330601601189e-07
26872,4.135288653046972e-07
26873,4.1123131212211854e-07
26874,4.089403606156506e-07
26875,4.0665597100257663e-07
26876,4.0437810372159353e-07
26877,4.021067194401504e-07
26878,3.9984177906172123e-07
26879,3.975832437328768e-07
26880,3.9533107485015825e-07
26881,3.9308523406671375e-07
26882,3.9084568329855285e-07
26883,3.8861238473047576e-07
26884,3.8638530082158925e-07
26885,3.841643943103218e-07
26886,3.819496282189861e-07
26887,3.797409658577655e-07
26888,3.775383708281499e-07
26889,3.753418070257648e-07
26890,3.731512386425804e-07
26891,3.7096663016845473e-07
26892,3.6878794639204017e-07
26893,3.666151524009891e-07
26894,3.644482135814865e-07
26895,3.622870956171217e-07
26896,3.601317644870034e-07
26897,3.5798218646327336e-07
26898,3.558383281079091e-07
26899,3.5370015626886534e-07
26900,3.515676380756233e-07
26901,3.494407409340553e-07
26902,3.473194325207742e-07
26903,3.452036807768797e-07
26904,3.4309345390121115e-07
26905,3.409887203430837e-07
26906,3.388894487946172e-07
26907,3.36795608182635e-07
26908,3.347071676602351e-07
26909,3.326240965980014e-07
26910,3.3054636457502854e-07
26911,3.2847394136968237e-07
26912,3.264067969502293e-07
26913,3.243449014653708e-07
26914,3.222882252346878e-07
26915,3.202367387391626e-07
26916,3.1819041261169017e-07
26917,3.1614921762773236e-07
26918,3.1411312469615685e-07
26919,3.1208210485023e-07
26920,3.1005612923894063e-07
26921,3.0803516911859e-07
26922,3.0601919584476166e-07
26923,3.040081808646762e-07
26924,3.020020957099901e-07
26925,3.0000091199008507e-07
26926,2.980046013858409e-07
26927,2.960131356439704e-07
26928,2.940264865719054e-07
26929,2.920446260333068e-07
26930,2.900675259441332e-07
26931,2.88095158269388e-07
26932,2.8612749502046675e-07
26933,2.841645082531638e-07
26934,2.822061700663274e-07
26935,2.8025245260116156e-07
26936,2.7830332804116707e-07
26937,2.763587686127019e-07
26938,2.744187465861986e-07
26939,2.7248323427792686e-07
26940,2.7055220405239243e-07
26941,2.686256283252762e-07
26942,2.667034795668613e-07
26943,2.6478573030601506e-07
26944,2.6287235313462084e-07
26945,2.6096332071241e-07
26946,2.5905860577219506e-07
26947,2.571581811254687e-07
26948,2.5526201966827256e-07
26949,2.533700943873446e-07
26950,2.5148237836646454e-07
26951,2.495988447929654e-07
26952,2.477194669643656e-07
26953,2.4584421829503093e-07
26954,2.4397307232290157e-07
26955,2.4210600271614327e-07
26956,2.402429832797386e-07
26957,2.3838398796192725e-07
26958,2.3652899086048312e-07
26959,2.346779662287531e-07
26960,2.3283088848145476e-07
26961,2.3098773220013312e-07
26962,2.2914847213827233e-07
26963,2.273130832260562e-07
26964,2.254815405746557e-07
26965,2.236538194801211e-07
26966,2.2182989542672023e-07
26967,2.200097440898564e-07
26968,2.181933413384021e-07
26969,2.1638066323649115e-07
26970,2.145716860447733e-07
26971,2.1276638622107572e-07
26972,2.1096474042050796e-07
26973,2.091667254949742e-07
26974,2.0737231849208046e-07
26975,2.0558149665352527e-07
26976,2.037942374128466e-07
26977,2.0201051839268502e-07
26978,2.002303174014423e-07
26979,1.9845361242946106e-07
26980,1.966803816446899e-07
26981,1.9491060338784835e-07
26982,1.931442561671898e-07
26983,1.913813186528237e-07
26984,1.89621769670634e-07
26985,1.8786558819588316e-07
26986,1.8611275334652136e-07
26987,1.8436324437615794e-07
26988,1.8261704066687678e-07
26989,1.8087412172184682e-07
