序号,位移响应
127247,2.8946598536930685e-05
127248,2.8984779055386505e-05
127249,2.9020768113232826e-05
127250,2.9054550818785443e-05
127251,2.9086113108763782e-05
127252,2.9115441760619823e-05
127253,2.9142524404179524e-05
127254,2.9167349532579767e-05
127255,2.9189906512485012e-05
127256,2.921018559356832e-05
127257,2.9228177917243362e-05
127258,2.9243875524633937e-05
127259,2.9257271363769547e-05
127260,2.926835929599626e-05
127261,2.9277134101593153e-05
127262,2.9283591484586127e-05
127263,2.92877280767516e-05
127264,2.928954144080423e-05
127265,2.928903007276364e-05
127266,2.9286193403496608e-05
127267,2.9281031799432146e-05
127268,2.927354656244838e-05
127269,2.926373992893119e-05
127270,2.925161506800576e-05
127271,2.9237176078943694e-05
127272,2.9220427987749104e-05
127273,2.9201376742928867e-05
127274,2.9180029210452845e-05
127275,2.9156393167911507e-05
127276,2.913047729787945e-05
127277,2.9102291180494227e-05
127278,2.9071845285261372e-05
127279,2.903915096209749e-05
127280,2.9004220431624118e-05
127281,2.896706677472677e-05
127282,2.8927703921393637e-05
127283,2.8886146638850443e-05
127284,2.884241051900826e-05
127285,2.8796511965241987e-05
127286,2.874846817851879e-05
127287,2.8698297142895544e-05
127288,2.8646017610406277e-05
127289,2.8591649085360565e-05
127290,2.853521180807488e-05
127291,2.8476726738059617e-05
127292,2.8416215536684932e-05
127293,2.8353700549349475e-05
127294,2.828920478717621e-05
127295,2.8222751908260344e-05
127296,2.8154366198494737e-05
127297,2.8084072551998396e-05
127298,2.8011896451174276e-05
127299,2.7937863946422744e-05
127300,2.7862001635537258e-05
127301,2.7784336642809142e-05
127302,2.7704896597868423e-05
127303,2.7623709614287727e-05
127304,2.7540804267976447e-05
127305,2.745620957539215e-05
127306,2.7369954971596326e-05
127307,2.7282070288181502e-05
127308,2.7192585731096407e-05
127309,2.71015318583958e-05
127310,2.7008939557941458e-05
127311,2.6914840025080247e-05
127312,2.681926474032527e-05
127313,2.6722245447065134e-05
127314,2.662381412932683e-05
127315,2.65240029896163e-05
127316,2.6422844426861154e-05
127317,2.6320371014478914e-05
127318,2.6216615478593795e-05
127319,2.6111610676424703e-05
127320,2.6005389574865896e-05
127321,2.5897985229282035e-05
127322,2.5789430762537616e-05
127323,2.567975934428115e-05
127324,2.5569004170502846e-05
127325,2.5457198443384535e-05
127326,2.534437535145929e-05
127327,2.5230568050097873e-05
127328,2.5115809642337853e-05
127329,2.5000133160071112e-05
127330,2.4883571545603965e-05
127331,2.4766157633603873e-05
127332,2.4647924133445556e-05
127333,2.4528903611968487e-05
127334,2.440912847665742e-05
127335,2.4288630959255965e-05
127336,2.4167443099823066e-05
127337,2.4045596731241183e-05
127338,2.3923123464184065e-05
127339,2.380005467255129e-05
127340,2.367642147937595e-05
127341,2.3552254743211047e-05
127342,2.342758504499921e-05
127343,2.3302442675429927e-05
127344,2.3176857622787287e-05
127345,2.3050859561290812e-05
127346,2.292447783993096e-05
127347,2.2797741471800488e-05
127348,2.2670679123921685e-05
127349,2.254331910756925e-05
127350,2.2415689369087657e-05
127351,2.2287817481201247e-05
127352,2.2159730634814754e-05
127353,2.203145563130118e-05
127354,2.1903018875273564e-05
127355,2.177444636783633e-05
127356,2.1645763700311815e-05
127357,2.1516996048436535e-05
127358,2.1388168167021516e-05
127359,2.125930438507072e-05
127360,2.113042860135073e-05
127361,2.1001564280404742e-05
127362,2.087273444900348e-05
127363,2.0743961693025088e-05
127364,2.0615268154755984e-05
127365,2.0486675530604006e-05
127366,2.03582050692153e-05
127367,2.0229877569985558e-05
127368,2.0101713381956582e-05
127369,1.9973732403088386e-05
127370,1.9845954079897203e-05
127371,1.971839740744935e-05
127372,1.959108092970088e-05
127373,1.9464022740172764e-05
127374,1.93372404829511e-05
127375,1.92107513540021e-05
127376,1.9084572102790996e-05
127377,1.8958719034194507e-05
127378,1.883320801069599e-05
127379,1.8708054454852734e-05
127380,1.8583273352024614e-05
127381,1.8458879253353477e-05
127382,1.8334886278982537e-05
127383,1.821130812150531e-05
127384,1.808815804963335e-05
127385,1.796544891207252e-05
127386,1.784319314159721e-05
127387,1.7721402759312404e-05
127388,1.760008937909336e-05
127389,1.7479264212192784e-05
127390,1.7358938072005737e-05
127391,1.7239121378982432e-05
127392,1.7119824165679313e-05
127393,1.700105608193911e-05
127394,1.6882826400190394e-05
127395,1.6765144020857777e-05
127396,1.6648017477873763e-05
127397,1.6531454944283558e-05
127398,1.6415464237934405e-05
127399,1.6300052827241093e-05
127400,1.618522783701964e-05
127401,1.6070996054381275e-05
127402,1.5957363934679003e-05
127403,1.5844337607499515e-05
127404,1.5731922882693046e-05
127405,1.5620125256434358e-05
127406,1.5508949917308073e-05
127407,1.5398401752411812e-05
127408,1.5288485353470884e-05
127409,1.5179205022958478e-05
127410,1.5070564780215493e-05
127411,1.496256836756447e-05
127412,1.4855219256412152e-05
127413,1.474852065333563e-05
127414,1.4642475506147044e-05
127415,1.4537086509932244e-05
127416,1.4432356113058753e-05
127417,1.4328286523148966e-05
127418,1.4224879713014294e-05
127419,1.4122137426546608e-05
127420,1.4020061184563144e-05
127421,1.3918652290601566e-05
127422,1.381791183666184e-05
127423,1.3717840708891894e-05
127424,1.3618439593214142e-05
127425,1.3519708980890347e-05
127426,1.3421649174022063e-05
127427,1.3324260290984555e-05
127428,1.3227542271791907e-05
127429,1.3131494883391415e-05
127430,1.3036117724885276e-05
127431,1.2941410232678194e-05
127432,1.2847371685549013e-05
127433,1.2754001209645331e-05
127434,1.2661297783399675e-05
127435,1.25692602423662e-05
127436,1.2477887283976988e-05
127437,1.2387177472217046e-05
127438,1.2297129242217373e-05
127439,1.2207740904765442e-05
127440,1.2119010650732695e-05
127441,1.2030936555418611e-05
127442,1.1943516582811122e-05
127443,1.1856748589763267e-05
127444,1.1770630330085913e-05
127445,1.1685159458556682e-05
127446,1.1600333534845122e-05
127447,1.1516150027354317e-05
127448,1.143260631697933e-05
127449,1.1349699700782636e-05
127450,1.1267427395587106e-05
127451,1.1185786541487039e-05
127452,1.1104774205277643e-05
127453,1.1024387383803754e-05
127454,1.0944623007228343e-05
127455,1.0865477942221524e-05
127456,1.0786948995070925e-05
127457,1.0709032914714086e-05
127458,1.0631726395693869e-05
127459,1.0555026081037669e-05
127460,1.0478928565061389e-05
127461,1.0403430396099167e-05
127462,1.0328528079159773e-05
127463,1.025421807851073e-05
127464,1.0180496820191196e-05
127465,1.0107360694454678e-05
127466,1.0034806058142609e-05
127467,9.962829236989925e-06
127468,9.891426527863785e-06
127469,9.820594200936451e-06
127470,9.750328501793628e-06
127471,9.680625653479212e-06
127472,9.611481858477776e-06
127473,9.542893300635875e-06
127474,9.474856147023293e-06
127475,9.407366549735512e-06
127476,9.340420647638424e-06
127477,9.274014568056584e-06
127478,9.208144428406091e-06
127479,9.142806337773278e-06
127480,9.077996398440349e-06
127481,9.013710707359176e-06
127482,8.949945357574317e-06
127483,8.88669643959643e-06
127484,8.823960042727252e-06
127485,8.761732256337175e-06
127486,8.700009171096624e-06
127487,8.638786880162245e-06
127488,8.57806148031906e-06
127489,8.517829073079646e-06
127490,8.458085765741356e-06
127491,8.398827672402716e-06
127492,8.340050914939961e-06
127493,8.281751623944759e-06
127494,8.223925939624129e-06
127495,8.16657001266355e-06
127496,8.109680005054266e-06
127497,8.053252090885634e-06
127498,7.997282457103652e-06
127499,7.941767304236419e-06
127500,7.88670284708753e-06
127501,7.832085315398308e-06
127502,7.777910954479723e-06
127503,7.724176025814868e-06
127504,7.670876807632883e-06
127505,7.618009595455109e-06
127506,7.565570702614281e-06
127507,7.513556460747648e-06
127508,7.461963220264707e-06
127509,7.41078735079035e-06
127510,7.3600252415841955e-06
127511,7.309673301936835e-06
127512,7.25972796154369e-06
127513,7.210185670857169e-06
127514,7.1610429014179085e-06
127515,7.112296146165637e-06
127516,7.0639419197303876e-06
127517,7.0159767587047255e-06
127518,6.968397221897564e-06
127519,6.921199890570189e-06
127520,6.874381368655089e-06
127521,6.827938282958217e-06
127522,6.781867283345155e-06
127523,6.736165042911848e-06
127524,6.690828258140307e-06
127525,6.645853649039978e-06
127526,6.601237959275104e-06
127527,6.556977956278737e-06
127528,6.513070431353735e-06
127529,6.469512199761367e-06
127530,6.426300100797843e-06
127531,6.3834309978593304e-06
127532,6.340901778495777e-06
127533,6.298709354454098e-06
127534,6.256850661710983e-06
127535,6.215322660495831e-06
127536,6.174122335304185e-06
127537,6.133246694902001e-06
127538,6.0926927723211125e-06
127539,6.052457624846317e-06
127540,6.012538333994344e-06
127541,5.972932005485079e-06
127542,5.933635769205382e-06
127543,5.8946467791657345e-06
127544,5.855962213450156e-06
127545,5.81757927415954e-06
127546,5.779495187348787e-06
127547,5.741707202957962e-06
127548,5.704212594737828e-06
127549,5.6670086601698655e-06
127550,5.630092720381165e-06
127551,5.5934621200544216e-06
127552,5.557114227333155e-06
127553,5.521046433722536e-06
127554,5.485256153985913e-06
127555,5.449740826037352e-06
127556,5.414497910830313e-06
127557,5.379524892242719e-06
127558,5.3448192769585805e-06
127559,5.310378594346397e-06
127560,5.276200396334455e-06
127561,5.242282257283266e-06
127562,5.208621773855255e-06
127563,5.175216564881916e-06
127564,5.142064271228522e-06
127565,5.109162555656627e-06
127566,5.07650910268441e-06
127567,5.044101618445114e-06
127568,5.01193783054358e-06
127569,4.98001548791114e-06
127570,4.9483323606588995e-06
127571,4.916886239929593e-06
127572,4.885674937748079e-06
127573,4.854696286870623e-06
127574,4.823948140633074e-06
127575,4.793428372798014e-06
127576,4.7631348774009985e-06
127577,4.733065568596005e-06
127578,4.703218380500144e-06
127579,4.673591267037717e-06
127580,4.644182201783794e-06
127581,4.61498917780725e-06
127582,4.5860102075134765e-06
127583,4.557243322486758e-06
127584,4.528686573332424e-06
127585,4.500338029518823e-06
127586,4.472195779219213e-06
127587,4.444257929153624e-06
127588,4.41652260443072e-06
127589,4.3889879483897806e-06
127590,4.361652122442797e-06
127591,4.334513305916803e-06
127592,4.307569695896403e-06
127593,4.280819507066654e-06
127594,4.25426097155626e-06
127595,4.227892338781142e-06
127596,4.2017118752884875e-06
127597,4.1757178646012495e-06
127598,4.1499086070631356e-06
127599,4.124282419684187e-06
127600,4.098837635986927e-06
127601,4.073572605853113e-06
127602,4.048485695371175e-06
127603,4.0235752866842834e-06
127604,3.998839777839184e-06
127605,3.97427758263573e-06
127606,3.9498871304771936e-06
127607,3.925666866221345e-06
127608,3.901615250032378e-06
127609,3.8777307572336284e-06
127610,3.854011878161164e-06
127611,3.830457118018243e-06
127612,3.807064996730665e-06
127613,3.7838340488030155e-06
127614,3.760762823175837e-06
127615,3.7378498830837477e-06
127616,3.7150938059144963e-06
127617,3.692493183068976e-06
127618,3.6700466198222393e-06
127619,3.6477527351854598e-06
127620,3.6256101617689183e-06
127621,3.6036175456459856e-06
127622,3.581773546218112e-06
127623,3.560076836080853e-06
127624,3.5385261008908884e-06
127625,3.517120039234126e-06
127626,3.4958573624947964e-06
127627,3.4747367947256246e-06
127628,3.4537570725190313e-06
127629,3.432916944879393e-06
127630,3.4122151730963534e-06
127631,3.391650530619199e-06
127632,3.371221802932296e-06
127633,3.3509277874315566e-06
127634,3.3307672933020293e-06
127635,3.310739141396484e-06
127636,3.290842164115104e-06
127637,3.2710752052862133e-06
127638,3.251437120048098e-06
127639,3.2319267747318393e-06
127640,3.2125430467452618e-06
127641,3.1932848244578764e-06
127642,3.1741510070869415e-06
127643,3.1551405045845197e-06
127644,3.136252237525609e-06
127645,3.117485136997333e-06
127646,3.0988381444891503e-06
127647,3.0803102117840927e-06
127648,3.0619003008510814e-06
127649,3.043607383738223e-06
127650,3.0254304424671797e-06
127651,3.007368468928516e-06
127652,2.9894204647780707e-06
127653,2.971585441334384e-06
127654,2.9538624194770654e-06
127655,2.936250429546216e-06
127656,2.9187485112428016e-06
127657,2.901355713530046e-06
127658,2.8840710945358153e-06
127659,2.8668937214559227e-06
127660,2.849822670458482e-06
127661,2.8328570265891662e-06
127662,2.8159958836774534e-06
127663,2.7992383442438125e-06
127664,2.7825835194078547e-06
127665,2.766030528797382e-06
127666,2.749578500458426e-06
127667,2.733226570766157e-06
127668,2.7169738843367427e-06
127669,2.7008195939401188e-06
127670,2.6847628604136435e-06
127671,2.6688028525766795e-06
127672,2.6529387471460337e-06
127673,2.637169728652298e-06
127674,2.621494989357082e-06
127675,2.605913729171075e-06
127676,2.5904251555730043e-06
127677,2.57502848352944e-06
127678,2.5597229354154194e-06
127679,2.5445077409359672e-06
127680,2.5293821370483954e-06
127681,2.5143453678854503e-06
127682,2.499396684679274e-06
127683,2.484535345686188e-06
127684,2.4697606161122678e-06
127685,2.4550717680397005e-06
127686,2.4404680803539747e-06
127687,2.4259488386717952e-06
127688,2.411513335269813e-06
127689,2.3971608690141094e-06
127690,2.382890745290444e-06
127691,2.3687022759352313e-06
127692,2.354594779167299e-06
127693,2.3405675795203534e-06
127694,2.3266200077762012e-06
127695,2.312751400898666e-06
127696,2.2989611019682444e-06
127697,2.285248460117461e-06
127698,2.271612830466928e-06
127699,2.2580535740620955e-06
127700,2.244570057810699e-06
127701,2.231161654420874e-06
127702,2.2178277423399616e-06
127703,2.204567705693967e-06
127704,2.191380934227686e-06
127705,2.178266823245483e-06
127706,2.165224773552714e-06
127707,2.1522541913977917e-06
127708,2.13935448841489e-06
127709,2.1265250815672547e-06
127710,2.1137653930911608e-06
127711,2.1010748504404738e-06
127712,2.0884528862317927e-06
127713,2.0758989381902576e-06
127714,2.0634124490958652e-06
127715,2.0509928667304415e-06
127716,2.0386396438251767e-06
127717,2.0263522380087193e-06
127718,2.014130111755855e-06
127719,2.001972732336741e-06
127720,1.9898795717667066e-06
127721,1.9778501067566044e-06
127722,1.9658838186636843e-06
127723,1.953980193443036e-06
127724,1.942138721599548e-06
127725,1.930358898140391e-06
127726,1.918640222528051e-06
127727,1.9069821986338264e-06
127728,1.8953843346918898e-06
127729,1.8838461432538154e-06
127730,1.8723671411436252e-06
127731,1.8609468494133121e-06
127732,1.8495847932988763e-06
127733,1.8382805021768233e-06
127734,1.8270335095211342e-06
127735,1.815843352860726e-06
127736,1.804709573737379e-06
127737,1.7936317176640861e-06
127738,1.782609334083917e-06
127739,1.771641976329294e-06
127740,1.760729201581717e-06
127741,1.7498705708319451e-06
127742,1.7390656488405876e-06
127743,1.7283140040991666e-06
127744,1.7176152087915508e-06
127745,1.7069688387558697e-06
127746,1.696374473446783e-06
127747,1.6858316958982252e-06
127748,1.6753400926864963e-06
127749,1.6648992538937962e-06
127750,1.654508773072142e-06
127751,1.6441682472076745e-06
127752,1.6338772766853628e-06
127753,1.6236354652540735e-06
127754,1.613442419992062e-06
127755,1.6032977512727761e-06
127756,1.5932010727310849e-06
127757,1.583152001229855e-06
127758,1.5731501568268738e-06
127759,1.5631951627421647e-06
127760,1.5532866453256219e-06
127761,1.543424234025011e-06
127762,1.533607561354327e-06
127763,1.5238362628624658e-06
127764,1.5141099771022669e-06
127765,1.5044283455998534e-06
127766,1.494791012824348e-06
127767,1.485197626157859e-06
127768,1.475647835865852e-06
127769,1.46614129506778e-06
127770,1.4566776597080722e-06
127771,1.4472565885274194e-06
127772,1.4378777430343593e-06
127773,1.4285407874771815e-06
127774,1.4192453888161218e-06
127775,1.4099912166958564e-06
127776,1.4007779434183023e-06
127777,1.3916052439156805e-06
127778,1.3824727957239008e-06
127779,1.373380278956195e-06
127780,1.3643273762770787e-06
127781,1.3553137728765213e-06
127782,1.3463391564444586e-06
127783,1.337403217145539e-06
127784,1.3285056475941416e-06
127785,1.3196461428296719e-06
127786,1.3108244002920972e-06
127787,1.3020401197977616e-06
127788,1.2932930035154516e-06
127789,1.2845827559427015e-06
127790,1.2759090838823658e-06
127791,1.2672716964194212e-06
127792,1.2586703048980362e-06
127793,1.250104622898856e-06
127794,1.2415743662165307e-06
127795,1.2330792528374983e-06
127796,1.2246190029179753e-06
127797,1.2161933387622105e-06
127798,1.2078019848009026e-06
127799,1.199444667569927e-06
127800,1.1911211156892101e-06
127801,1.1828310598418803e-06
127802,1.1745742327535807e-06
127803,1.166350369172062e-06
127804,1.158159205846901e-06
127805,1.150000481509527e-06
127806,1.1418739368533748e-06
127807,1.133779314514287e-06
127808,1.1257163590510926e-06
127809,1.117684816926406e-06
127810,1.1096844364876134e-06
127811,1.101714967948053e-06
127812,1.0937761633683927e-06
127813,1.08586777663819e-06
127814,1.0779895634576509e-06
127815,1.070141281319572e-06
127816,1.0623226894914623e-06
127817,1.0545335489978376e-06
127818,1.0467736226027308e-06
127819,1.0390426747923272e-06
127820,1.0313404717578373e-06
127821,1.0236667813784716e-06
127822,1.0160213732046383e-06
127823,1.0084040184413246e-06
127824,1.0008144899315634e-06
127825,9.932525621401583e-07
127826,9.857180111375359e-07
127827,9.782106145837342e-07
127828,9.707301517125905e-07
127829,9.632764033160615e-07
127830,9.558491517287187e-07
127831,9.484481808123731e-07
127832,9.410732759408967e-07
127833,9.33724223985125e-07
127834,9.264008132979865e-07
127835,9.191028336997319e-07
127836,9.118300764632987e-07
127837,9.045823342998719e-07
127838,8.973594013445294e-07
127839,8.901610731420694e-07
127840,8.829871466329686e-07
127841,8.758374201394418e-07
127842,8.687116933516937e-07
127843,8.616097673142651e-07
127844,8.54531444412522e-07
127845,8.474765283592811e-07
127846,8.404448241815635e-07
127847,8.334361382074687e-07
127848,8.26450278053185e-07
127849,8.194870526101088e-07
127850,8.125462720321164e-07
127851,8.056277477229259e-07
127852,7.987312923236089e-07
127853,7.918567197001787e-07
127854,7.850038449313669e-07
127855,7.781724842964328e-07
127856,7.713624552631491e-07
127857,7.645735764758945e-07
127858,7.57805667743805e-07
127859,7.510585500291176e-07
127860,7.443320454355729e-07
127861,7.376259771969215e-07
127862,7.309401696655649e-07
127863,7.242744483012976e-07
127864,7.176286396601273e-07
127865,7.110025713832388e-07
127866,7.043960721860182e-07
127867,6.978089718472225e-07
127868,6.912411011982117e-07
127869,6.84692292112302e-07
127870,6.781623774942063e-07
127871,6.716511912695592e-07
127872,6.651585683745914e-07
127873,6.58684344745821e-07
127874,6.522283573098858e-07
127875,6.45790443973477e-07
127876,6.393704436133244e-07
127877,6.329681960662997e-07
127878,6.265835421196017e-07
127879,6.202163235010263e-07
127880,6.138663828693339e-07
127881,6.075335638046926e-07
127882,6.012177107991987e-07
127883,5.949186692475002e-07
127884,5.886362854374949e-07
127885,5.823704065411067e-07
127886,5.761208806051454e-07
127887,5.69887556542242e-07
127888,5.636702841218782e-07
127889,5.57468913961475e-07
127890,5.512832975175726e-07
127891,5.45113287077072e-07
127892,5.389587357485765e-07
127893,5.328194974537708e-07
127894,5.266954269189134e-07
127895,5.205863796663764e-07
127896,5.144922120062578e-07
127897,5.084127810280864e-07
127898,5.023479445925584e-07
127899,4.962975613233951e-07
127900,4.902614905992097e-07
127901,4.842395925454959e-07
127902,4.782317280266482e-07
127903,4.722377586380667e-07
127904,4.6625754669830575e-07
127905,4.6029095524132125e-07
127906,4.5433784800874483e-07
127907,4.483980894422485e-07
127908,4.4247154467596327e-07
127909,4.365580795289367e-07
127910,4.306575604976955e-07
127911,4.247698547488303e-07
127912,4.1889483011165457e-07
127913,4.1303235507092525e-07
127914,4.0718229875960474e-07
127915,4.013445309517103e-07
127916,3.955189220551813e-07
127917,3.8970534310483833e-07
127918,3.8390366575535756e-07
127919,3.7811376227435517e-07
127920,3.723355055354647e-07
127921,3.665687690115083e-07
127922,3.608134267677e-07
127923,3.5506935345492387e-07
127924,3.493364243030304e-07
127925,3.436145151142035e-07
127926,3.379035022563773e-07
127927,3.32203262656709e-07
127928,3.2651367379506246e-07
127929,3.208346136975981e-07
127930,3.151659609303599e-07
127931,3.0950759459293527e-07
127932,3.038593943121566e-07
127933,2.9822124023584095e-07
127934,2.9259301302657764e-07
127935,2.8697459385557905e-07
127936,2.813658643965378e-07
127937,2.7576670681956034e-07
127938,2.7017700378512843e-07
127939,2.6459663843810895e-07
127940,2.5902549440179164e-07
127941,2.5346345577199285e-07
127942,2.479104071111721e-07
127943,2.423662334426096e-07
127944,2.3683082024461758e-07
127945,2.3130405344477782e-07
127946,2.257858194142312e-07
127947,2.2027600496201682e-07
127948,2.1477449732941465e-07
127949,2.0928118418435435e-07
127950,2.0379595361585274e-07
127951,1.983186941284717e-07
127952,1.9284929463684462e-07
127953,1.8738764446020543e-07
127954,1.8193363331695487e-07
127955,1.764871513193064e-07
127956,1.710480889678864e-07
127957,1.656163371464325e-07
127958,1.6019178711650907e-07
127959,1.547743305122343e-07
127960,1.493638593350558e-07
127961,1.439602659485659e-07
127962,1.3856344307332707e-07
127963,1.331732837817322e-07
127964,1.2778968149290625e-07
127965,1.2241252996763846e-07
127966,1.1704172330331628e-07
127967,1.1167715592893461e-07
127968,1.0631872260007886e-07
127969,1.0096631839396386e-07
127970,9.561983870452953e-08
127971,9.027917923750354e-08
127972,8.494423600552494e-08
127973,7.961490532329574e-08
127974,7.429108380274858e-08
127975,6.897266834824153e-08
127976,6.365955615177489e-08
127977,5.8351644688237614e-08
127978,5.304883171068429e-08
127979,4.7751015245612916e-08
127980,4.2458093588296055e-08
127981,3.716996529810521e-08
127982,3.1886529193881803e-08
127983,2.660768434932421e-08
127984,2.1333330088373994e-08
127985,1.6063365980662245e-08
127986,1.0797691836946617e-08
127987,5.536207704587325e-09
127988,2.7881386302822067e-10
127989,-4.97458918069163e-09
127990,-1.0224100696409437e-08
127991,-1.5469819735293232e-08
127992,-2.0711845134265072e-08
127993,-2.5950275520442886e-08
127994,-3.11852093154993e-08
127995,-3.6416744740076375e-08
127996,-4.164497981812242e-08
127997,-4.687001238125293e-08
127998,-5.2091940073067505e-08
127999,-5.731086035347055e-08
128000,-6.25268705029505e-08
128001,-6.774006762688443e-08
128002,-7.295054865977787e-08
128003,-7.815841036952456e-08
128004,-8.336374936164373e-08
128005,-8.856666208349362e-08
128006,-9.37672448284796e-08
128007,-9.896559374024482e-08
128008,-1.0416180481685079e-07
128009,-1.0935597391494217e-07
128010,-1.1454819675389646e-07
128011,-1.1973856891996635e-07
128012,-1.249271858704112e-07
128013,-1.3011414293760375e-07
128014,-1.3529953533314265e-07
128015,-1.404834581519464e-07
128016,-1.456660063763269e-07
128017,-1.5084727488006987e-07
128018,-1.5602735843249145e-07
128019,-1.6120635170249537e-07
128020,-1.6638434926260744e-07
128021,-1.7156144559301032e-07
128022,-1.7673773508557166e-07
128023,-1.8191331204785518e-07
128024,-1.8708827070712355e-07
128025,-1.9226270521434356e-07
128026,-1.9743670964816854e-07
128027,-2.0261037801892794e-07
128028,-2.077838042725977e-07
128029,-2.1295708229477136e-07
128030,-2.1813030591461877e-07
128031,-2.2330356890884461e-07
128032,-2.2847696500563573e-07
128033,-2.3365058788860383e-07
128034,-2.388245312007234e-07
128035,-2.43998888548266e-07
128036,-2.4917375350472476e-07
128037,-2.543492196147389e-07
128038,-2.595253803980128e-07
128039,-2.647023293532289e-07
128040,-2.698801599619583e-07
128041,-2.7505896569256773e-07
128042,-2.8023884000412426e-07
128043,-2.8541987635029434e-07
128044,-2.9060216818324303e-07
128045,-2.95785808957529e-07
128046,-3.009708921339982e-07
128047,-3.0615751118367534e-07
128048,-3.1134575959165417e-07
128049,-3.165357308609857e-07
128050,-3.2172751851656686e-07
128051,-3.269212161090265e-07
128052,-3.321169172186131e-07
128053,-3.373147154590807e-07
128054,-3.4251470448157553e-07
128055,-3.4771697797852283e-07
128056,-3.529216296875155e-07
128057,-3.5812875339520114e-07
128058,-3.633384429411743e-07
128059,-3.685507922218657e-07
128060,-3.737658951944373e-07
128061,-3.7898384588067667e-07
128062,-3.8420473837089587e-07
128063,-3.8942866682783007e-07
128064,-3.946557254905428e-07
128065,-3.9988600867833214e-07
128066,-4.051196107946417e-07
128067,-4.1035662633097057e-07
128068,-4.1559714987079706e-07
128069,-4.208412760934968e-07
128070,-4.2608909977827604e-07
128071,-4.3134071580808907e-07
128072,-4.3659621917359567e-07
128073,-4.4185570497708633e-07
128074,-4.471192684364408e-07
128075,-4.5238700488907535e-07
128076,-4.5765900979591164e-07
128077,-4.6293537874533733e-07
128078,-4.6821620745717926e-07
128079,-4.735015917866934e-07
128080,-4.787916277285447e-07
128081,-4.840864114208056e-07
128082,-4.893860391489645e-07
128083,-4.946906073499347e-07
128084,-5.00000212616076e-07
128085,-5.053149516992245e-07
128086,-5.106349215147361e-07
128087,-5.159602191455329e-07
128088,-5.212909418461511e-07
128089,-5.266271870468288e-07
128090,-5.319690523575741e-07
128091,-5.373166355722509e-07
128092,-5.426700346726887e-07
128093,-5.480293478327814e-07
128094,-5.53394673422625e-07
128095,-5.587661100126416e-07
128096,-5.641437563777259e-07
128097,-5.695277115014121e-07
128098,-5.749180745800387e-07
128099,-5.803149450269284e-07
128100,-5.857184224766036e-07
128101,-5.911286067889835e-07
128102,-5.96545598053602e-07
128103,-6.01969496593863e-07
128104,-6.074004029712924e-07
128105,-6.128384179897979e-07
128106,-6.182836426999611e-07
128107,-6.237361784033233e-07
128108,-6.291961266567185e-07
128109,-6.346635892765858e-07
128110,-6.401386683433296e-07
128111,-6.456214662056815e-07
128112,-6.511120854850704e-07
128113,-6.56610629080037e-07
128114,-6.621172001706301e-07
128115,-6.676319022228552e-07
128116,-6.731548389931211e-07
128117,-6.786861145327093e-07
128118,-6.842258331922587e-07
128119,-6.89774099626279e-07
128120,-6.953310187976885e-07
128121,-7.008966959823319e-07
128122,-7.064712367735792e-07
128123,-7.120547470868976e-07
128124,-7.176473331644744e-07
128125,-7.232491015798196e-07
128126,-7.288601592424511e-07
128127,-7.344806134025474e-07
128128,-7.401105716556477e-07
128129,-7.457501419473791e-07
128130,-7.513994325781818e-07
128131,-7.570585522080925e-07
128132,-7.627276098615188e-07
128133,-7.684067149320586e-07
128134,-7.740959771873314e-07
128135,-7.79795506773846e-07
128136,-7.85505414221886e-07
128137,-7.912258104504109e-07
128138,-7.969568067720132e-07
128139,-8.026985148978627e-07
128140,-8.084510469427065e-07
128141,-8.142145154298818e-07
128142,-8.199890332963684e-07
128143,-8.257747138978513e-07
128144,-8.31571671013821e-07
128145,-8.373800188527088e-07
128146,-8.431998720570359e-07
128147,-8.490313457086018e-07
128148,-8.548745553337006e-07
128149,-8.607296169083732e-07
128150,-8.665966468636645e-07
128151,-8.724757620909489e-07
128152,-8.783670799472551e-07
128153,-8.84270718260648e-07
128154,-8.901867953356105e-07
128155,-8.961154299584987e-07
128156,-9.020567414029859e-07
128157,-9.080108494355818e-07
128158,-9.139778743211491e-07
128159,-9.199579368284798e-07
128160,-9.259511582358954e-07
128161,-9.319576603368783e-07
128162,-9.379775654457442e-07
128163,-9.440109964033479e-07
128164,-9.50058076582831e-07
128165,-9.561189298954015e-07
128166,-9.621936807961473e-07
128167,-9.682824542898807e-07
128168,-9.743853759370509e-07
128169,-9.805025718596617e-07
128170,-9.866341687472367e-07
128171,-9.927802938628356e-07
128172,-9.98941075049105e-07
128173,-1.0051166407343675e-06
128174,-1.0113071199387226e-06
128175,-1.0175126422802687e-06
128176,-1.0237333379812675e-06
128177,-1.029969337874423e-06
128178,-1.0362207734091756e-06
128179,-1.0424877766580365e-06
128180,-1.0487704803229759e-06
128181,-1.055069017741839e-06
128182,-1.0613835228948427e-06
128183,-1.0677141304110678e-06
128184,-1.0740609755750371e-06
128185,-1.080424194333317e-06
128186,-1.086803923301178e-06
128187,-1.09320029976929e-06
128188,-1.0996134617104854e-06
128189,-1.1060435477865478e-06
128190,-1.1124906973550645e-06
128191,-1.1189550504763194e-06
128192,-1.1254367479202442e-06
128193,-1.1319359311734079e-06
128194,-1.1384527424460864e-06
128195,-1.1449873246793264e-06
128196,-1.1515398215521275e-06
128197,-1.1581103774886309e-06
128198,-1.1646991376653965e-06
